,p,Trajectory Length,FDG Length,FG Length,Cells Processed
0,0,201,201,201,10201
0,0.01,203,201,201,10419
0,0.01,203,201,201,33056
0,0.01,201,201,201,10201
0,0.01,201,201,201,10201
0,0.01,205,201,201,19572
0,0.01,203,201,201,17340
0,0.01,201,201,201,10201
0,0.01,203,201,201,16869
0,0.01,201,201,201,16462
0,0.01,203,201,201,16828
0,0.01,203,201,201,31802
0,0.01,205,201,201,10352
0,0.01,205,201,201,15806
0,0.01,205,201,201,31038
0,0.01,203,201,201,10434
0,0.01,203,201,201,19923
0,0.01,201,201,201,10604
0,0.01,203,201,201,31161
0,0.01,205,201,201,15884
0,0.01,207,201,201,15908
0,0.01,203,201,201,13783
0,0.01,203,201,201,10323
0,0.01,201,201,201,25189
0,0.01,201,201,201,13836
0,0.01,201,201,201,10201
0,0.01,201,201,201,10201
0,0.01,203,201,201,10491
0,0.01,203,201,201,13515
0,0.01,201,201,201,23974
0,0.01,205,201,201,22269
0,0.01,201,201,201,10201
0,0.01,203,201,201,17368
0,0.01,201,201,201,12523
0,0.01,203,201,201,10383
0,0.01,201,201,201,16334
0,0.01,203,201,201,42360
0,0.01,201,201,201,10201
0,0.01,205,201,201,18716
0,0.01,201,201,201,10201
0,0.01,201,201,201,10201
0,0.01,203,201,201,17586
0,0.01,205,201,201,10427
0,0.01,201,201,201,19694
0,0.01,207,201,201,19286
0,0.01,201,201,201,10201
0,0.01,203,201,201,19571
0,0.01,203,201,201,10254
0,0.01,201,201,201,10201
0,0.01,203,201,201,22530
0,0.01,203,201,201,18113
0,0.01,207,201,201,10888
0,0.01,207,201,201,13137
0,0.01,207,201,201,13229
0,0.01,203,201,201,10332
0,0.01,201,201,201,13634
0,0.01,205,201,201,23693
0,0.01,201,201,201,15755
0,0.01,203,201,201,10392
0,0.01,203,201,201,17901
0,0.01,201,201,201,13533
0,0.01,203,201,201,17818
0,0.01,203,201,201,10750
0,0.01,201,201,201,14947
0,0.01,203,201,201,18964
0,0.01,201,201,201,21788
0,0.01,205,201,201,24727
0,0.01,201,201,201,39911
0,0.01,207,201,201,24325
0,0.01,205,201,201,10547
0,0.01,203,201,201,15718
0,0.01,207,201,201,10549
0,0.01,201,201,201,10201
0,0.01,201,201,201,20959
0,0.01,203,201,201,10305
0,0.01,207,201,201,11364
0,0.01,203,201,201,10278
0,0.01,201,201,201,39210
0,0.01,201,201,201,17472
0,0.01,207,201,201,10678
0,0.01,203,201,201,24048
0,0.01,201,201,201,21600
0,0.01,203,201,201,19550
0,0.01,203,201,201,11681
0,0.01,205,201,201,10550
0,0.01,201,201,201,14023
0,0.01,205,201,201,30903
0,0.01,207,201,201,11422
0,0.01,205,201,201,11879
0,0.01,201,201,201,23053
0,0.01,203,201,201,10344
0,0.01,203,201,201,10869
0,0.01,203,201,201,27079
0,0.01,203,201,201,20297
0,0.01,201,201,201,10201
0,0.01,205,201,201,23141
0,0.01,203,201,201,10659
0,0.01,203,201,201,10212
0,0.01,203,201,201,13965
0,0.01,203,201,201,18559
0,0.01,201,201,201,24686
0,0.02,211,201,201,37190
0,0.02,211,201,201,25192
0,0.02,205,201,201,10641
0,0.02,203,201,201,39130
0,0.02,211,201,201,20253
0,0.02,207,201,201,15811
0,0.02,205,201,201,10271
0,0.02,205,201,201,23974
0,0.02,207,201,201,17059
0,0.02,209,201,201,32467
0,0.02,211,201,201,10848
0,0.02,203,201,201,10410
0,0.02,207,201,201,11065
0,0.02,201,201,201,10201
0,0.02,201,201,201,16036
0,0.02,205,201,201,10661
0,0.02,201,201,201,18445
0,0.02,209,201,201,24710
0,0.02,207,201,201,10594
0,0.02,209,201,201,20849
0,0.02,203,201,201,30672
0,0.02,203,201,201,37484
0,0.02,203,201,201,18712
0,0.02,207,201,201,26275
0,0.02,207,201,201,13545
0,0.02,203,201,201,41664
0,0.02,205,201,201,21673
0,0.02,201,201,201,25179
0,0.02,205,201,201,20621
0,0.02,207,201,201,18741
0,0.02,207,201,201,33819
0,0.02,207,201,201,17173
0,0.02,203,201,201,39337
0,0.02,201,201,201,17573
0,0.02,201,201,201,17876
0,0.02,209,201,201,21965
0,0.02,207,201,201,15785
0,0.02,205,201,201,10502
0,0.02,205,201,201,14771
0,0.02,201,201,201,17749
0,0.02,201,201,201,26795
0,0.02,203,201,201,13846
0,0.02,203,201,201,29964
0,0.02,203,201,201,31771
0,0.02,205,201,201,23341
0,0.02,211,201,201,17981
0,0.02,201,201,201,15250
0,0.02,201,201,201,24988
0,0.02,205,201,201,36290
0,0.02,205,201,201,15044
0,0.02,207,201,201,10516
0,0.02,205,201,201,31857
0,0.02,205,201,201,18058
0,0.02,201,201,201,17857
0,0.02,203,201,201,17669
0,0.02,203,201,201,36521
0,0.02,201,201,201,17775
0,0.02,205,201,201,18835
0,0.02,207,201,201,19337
0,0.02,201,201,201,17241
0,0.02,203,201,201,28645
0,0.02,203,201,201,26652
0,0.02,201,201,201,10201
0,0.02,205,201,201,20095
0,0.02,203,201,201,14578
0,0.02,205,201,201,10520
0,0.02,205,201,201,39496
0,0.02,205,201,201,28672
0,0.02,205,201,201,10457
0,0.02,205,201,201,12439
0,0.02,201,201,201,10201
0,0.02,201,201,201,17068
0,0.02,215,201,201,16120
0,0.02,205,201,201,24808
0,0.02,211,201,201,20810
0,0.02,205,201,201,12403
0,0.02,211,201,201,11020
0,0.02,209,201,201,35599
0,0.02,209,201,201,34031
0,0.02,201,201,201,14745
0,0.02,203,201,201,23138
0,0.02,201,201,201,15149
0,0.02,207,201,201,15483
0,0.02,205,201,201,14479
0,0.02,205,201,201,27124
0,0.02,207,201,201,16894
0,0.02,205,201,201,23708
0,0.02,207,201,201,20271
0,0.02,201,201,201,26260
0,0.02,205,201,201,49457
0,0.02,203,201,201,25662
0,0.02,205,201,201,21853
0,0.02,205,201,201,20233
0,0.02,209,201,201,17660
0,0.02,207,201,201,16187
0,0.02,203,201,201,17106
0,0.02,209,201,201,10725
0,0.02,203,201,201,24571
0,0.02,205,201,201,23066
0,0.02,203,201,201,12625
0,0.03,215,201,201,31792
0,0.03,209,201,201,24986
0,0.03,201,201,201,32427
0,0.03,207,201,201,17911
0,0.03,203,201,201,27074
0,0.03,211,201,201,45045
0,0.03,203,201,201,20638
0,0.03,209,201,201,25320
0,0.03,203,201,201,10377
0,0.03,211,201,201,26708
0,0.03,205,201,201,38285
0,0.03,213,201,201,20201
0,0.03,201,201,201,14341
0,0.03,205,201,201,48259
0,0.03,207,201,201,23622
0,0.03,207,201,201,27094
0,0.03,223,201,201,19801
0,0.03,209,201,201,19636
0,0.03,205,201,201,28926
0,0.03,219,201,201,23827
0,0.03,207,201,201,27623
0,0.03,205,201,201,15438
0,0.03,207,201,201,27185
0,0.03,207,201,201,24984
0,0.03,205,201,201,25563
0,0.03,207,201,201,10481
0,0.03,203,201,201,55206
0,0.03,209,201,201,20349
0,0.03,209,201,201,21689
0,0.03,215,201,201,17927
0,0.03,213,201,201,30307
0,0.03,209,201,201,14181
0,0.03,209,201,201,22158
0,0.03,209,201,201,42895
0,0.03,211,201,201,12824
0,0.03,211,201,201,28856
0,0.03,207,201,201,10735
0,0.03,207,201,201,22595
0,0.03,201,201,201,20026
0,0.03,213,201,201,20979
0,0.03,207,201,201,20588
0,0.03,211,201,201,23393
0,0.03,209,201,201,22405
0,0.03,207,201,201,36280
0,0.03,213,201,201,24750
0,0.03,205,201,201,33655
0,0.03,207,201,201,30506
0,0.03,207,201,201,10501
0,0.03,211,201,201,22401
0,0.03,205,201,201,43830
0,0.03,205,201,201,20633
0,0.03,209,201,201,26618
0,0.03,213,201,201,23388
0,0.03,205,201,201,10413
0,0.03,207,201,201,24277
0,0.03,201,201,201,14826
0,0.03,211,201,201,20927
0,0.03,209,201,201,28191
0,0.03,211,201,201,49978
0,0.03,211,201,201,31883
0,0.03,209,201,201,13926
0,0.03,209,201,201,19960
0,0.03,205,201,201,22044
0,0.03,209,201,201,17234
0,0.03,213,201,201,36476
0,0.03,207,201,201,22588
0,0.03,213,201,201,27533
0,0.03,205,201,201,28317
0,0.03,203,201,201,20638
0,0.03,205,201,201,32026
0,0.03,221,201,201,18666
0,0.03,209,201,201,25903
0,0.03,209,201,201,13278
0,0.03,205,201,201,39269
0,0.03,213,201,201,37125
0,0.03,205,201,201,37406
0,0.03,211,201,201,23715
0,0.03,209,201,201,22790
0,0.03,211,201,201,32214
0,0.03,205,201,201,26145
0,0.03,213,201,201,25679
0,0.03,203,201,201,28336
0,0.03,211,201,201,35197
0,0.03,205,201,201,17785
0,0.03,209,201,201,13361
0,0.03,209,201,201,44322
0,0.03,203,201,201,27136
0,0.03,203,201,201,25067
0,0.03,203,201,201,15855
0,0.03,207,201,201,20763
0,0.03,207,201,201,28351
0,0.03,215,201,201,29871
0,0.03,211,201,201,40950
0,0.03,205,201,201,27446
0,0.03,211,201,201,41867
0,0.03,207,201,201,19036
0,0.03,209,201,201,26799
0,0.03,205,201,201,18282
0,0.03,205,201,201,22613
0,0.03,219,201,201,57504
0,0.04,207,201,201,21552
0,0.04,207,201,201,25627
0,0.04,209,201,201,16526
0,0.04,203,201,201,38020
0,0.04,213,201,201,26659
0,0.04,207,201,201,34022
0,0.04,207,201,201,33866
0,0.04,207,201,201,43944
0,0.04,211,201,201,44070
0,0.04,213,201,201,29984
0,0.04,217,201,201,36535
0,0.04,211,201,201,35625
0,0.04,211,201,201,29936
0,0.04,207,201,201,19169
0,0.04,209,201,201,10579
0,0.04,203,201,201,26920
0,0.04,203,201,201,46629
0,0.04,203,201,201,36831
0,0.04,217,201,201,34237
0,0.04,211,201,201,31045
0,0.04,207,201,201,20851
0,0.04,211,201,201,81906
0,0.04,219,201,201,13497
0,0.04,207,201,201,31004
0,0.04,213,201,201,31400
0,0.04,209,201,201,39294
0,0.04,221,201,201,33601
0,0.04,215,201,201,22201
0,0.04,205,201,201,16604
0,0.04,211,201,201,30520
0,0.04,207,201,201,43322
0,0.04,213,201,201,15056
0,0.04,209,201,201,35341
0,0.04,207,201,201,45841
0,0.04,207,201,201,18469
0,0.04,213,201,201,11395
0,0.04,219,201,201,41422
0,0.04,213,201,201,32876
0,0.04,211,201,201,36411
0,0.04,213,201,201,31893
0,0.04,209,201,201,23958
0,0.04,213,201,201,19085
0,0.04,223,201,201,62942
0,0.04,209,201,201,34841
0,0.04,209,201,201,49841
0,0.04,203,201,201,29829
0,0.04,207,201,201,31395
0,0.04,209,201,201,26187
0,0.04,209,201,201,52728
0,0.04,205,201,201,18006
0,0.04,205,201,201,32632
0,0.04,211,201,201,41952
0,0.04,207,201,201,32897
0,0.04,207,201,201,16042
0,0.04,207,201,201,10672
0,0.04,213,201,201,34073
0,0.04,209,201,201,25842
0,0.04,215,201,201,33743
0,0.04,213,201,201,69781
0,0.04,213,201,201,38310
0,0.04,217,201,201,21929
0,0.04,207,201,201,27589
0,0.04,205,201,201,34309
0,0.04,213,201,201,60231
0,0.04,205,201,201,64942
0,0.04,205,201,201,19975
0,0.04,211,201,201,21426
0,0.04,211,201,201,35712
0,0.04,213,201,201,27893
0,0.04,211,201,201,19961
0,0.04,217,201,201,18874
0,0.04,207,201,201,26367
0,0.04,211,201,201,14783
0,0.04,209,201,201,43236
0,0.04,209,201,201,70061
0,0.04,209,201,201,21336
0,0.04,209,201,201,17554
0,0.04,207,201,201,28921
0,0.04,209,201,201,28726
0,0.04,215,201,201,20782
0,0.04,213,201,201,43078
0,0.04,201,201,201,10201
0,0.04,205,201,201,31651
0,0.04,213,201,201,33270
0,0.04,209,201,201,29107
0,0.04,209,201,201,28092
0,0.04,211,201,201,16048
0,0.04,205,201,201,38370
0,0.04,207,201,201,47978
0,0.04,217,201,201,32595
0,0.04,203,201,201,34533
0,0.04,203,201,201,11300
0,0.04,207,201,201,27854
0,0.04,215,201,201,41614
0,0.04,213,201,201,46105
0,0.04,217,201,201,71819
0,0.04,207,201,201,21766
0,0.04,213,201,201,56685
0,0.04,203,201,201,27785
0,0.04,211,201,201,27070
0,0.05,215,201,201,36439
0,0.05,211,201,201,40359
0,0.05,223,201,201,49752
0,0.05,211,201,201,30050
0,0.05,221,201,201,40884
0,0.05,213,201,201,39690
0,0.05,217,201,201,37420
0,0.05,209,201,201,36768
0,0.05,203,201,201,27839
0,0.05,217,201,201,19300
0,0.05,207,201,201,49605
0,0.05,205,201,201,38885
0,0.05,217,201,201,38890
0,0.05,225,201,201,44919
0,0.05,209,201,201,20912
0,0.05,215,201,201,46650
0,0.05,209,201,201,10740
0,0.05,209,201,201,39616
0,0.05,209,201,201,30021
0,0.05,207,201,201,25069
0,0.05,207,201,201,25070
0,0.05,207,201,201,42906
0,0.05,219,201,201,28901
0,0.05,215,201,201,58370
0,0.05,221,201,201,30692
0,0.05,217,201,201,60192
0,0.05,211,201,201,30397
0,0.05,207,201,201,42651
0,0.05,205,201,201,35141
0,0.05,215,201,201,39023
0,0.05,221,201,201,21891
0,0.05,205,201,201,52021
0,0.05,215,201,201,34722
0,0.05,203,201,201,41738
0,0.05,209,201,201,55392
0,0.05,209,201,201,33560
0,0.05,213,201,201,41386
0,0.05,207,201,201,23398
0,0.05,209,201,201,26388
0,0.05,213,201,201,28042
0,0.05,215,201,201,44248
0,0.05,215,201,201,17956
0,0.05,211,201,201,20429
0,0.05,209,201,201,44362
0,0.05,219,201,201,41892
0,0.05,227,201,201,17549
0,0.05,209,201,201,33848
0,0.05,219,201,201,26940
0,0.05,215,201,201,38718
0,0.05,209,201,201,18327
0,0.05,209,201,201,25805
0,0.05,213,201,201,28601
0,0.05,223,201,201,36556
0,0.05,207,201,201,20379
0,0.05,217,201,201,43899
0,0.05,213,201,201,70911
0,0.05,207,201,201,23482
0,0.05,215,201,201,56973
0,0.05,203,201,201,32739
0,0.05,207,201,201,11763
0,0.05,225,201,201,56470
0,0.05,207,201,201,44245
0,0.05,213,201,201,44000
0,0.05,215,201,201,32928
0,0.05,205,201,201,37523
0,0.05,207,201,201,36381
0,0.05,215,201,201,37223
0,0.05,241,201,201,50960
0,0.05,219,201,201,40301
0,0.05,213,201,201,49147
0,0.05,213,201,201,24882
0,0.05,213,201,201,55574
0,0.05,209,201,201,30229
0,0.05,213,201,201,42080
0,0.05,213,201,201,35512
0,0.05,209,201,201,54957
0,0.05,219,201,201,19877
0,0.05,215,201,201,27493
0,0.05,205,201,201,37948
0,0.05,221,201,201,24480
0,0.05,217,201,201,22136
0,0.05,219,201,201,32462
0,0.05,223,201,201,52972
0,0.05,215,201,201,59044
0,0.05,215,201,201,56932
0,0.05,213,201,201,39206
0,0.05,215,201,201,27311
0,0.05,217,201,201,29915
0,0.05,211,201,201,59210
0,0.05,217,201,201,44478
0,0.05,209,201,201,36313
0,0.05,221,201,201,27184
0,0.05,207,201,201,26795
0,0.05,205,201,201,21652
0,0.05,211,201,201,42825
0,0.05,209,201,201,40270
0,0.05,205,201,201,23803
0,0.05,215,201,201,27697
0,0.05,211,201,201,36068
0,0.05,215,201,201,67140
0,0.060000000000000005,205,201,201,24674
0,0.060000000000000005,215,201,201,37348
0,0.060000000000000005,205,201,201,34519
0,0.060000000000000005,211,201,201,66571
0,0.060000000000000005,219,201,201,40967
0,0.060000000000000005,231,201,201,25079
0,0.060000000000000005,213,201,201,61154
0,0.060000000000000005,219,201,201,35298
0,0.060000000000000005,215,201,201,58833
0,0.060000000000000005,211,201,201,30235
0,0.060000000000000005,217,201,201,53397
0,0.060000000000000005,221,201,201,56511
0,0.060000000000000005,215,201,201,41694
0,0.060000000000000005,209,201,201,39336
0,0.060000000000000005,221,201,201,42857
0,0.060000000000000005,211,201,201,77245
0,0.060000000000000005,213,201,201,31885
0,0.060000000000000005,221,201,201,64728
0,0.060000000000000005,219,201,201,48471
0,0.060000000000000005,233,201,201,40277
0,0.060000000000000005,229,201,201,42125
0,0.060000000000000005,213,201,201,96822
0,0.060000000000000005,207,201,201,59258
0,0.060000000000000005,215,201,201,32813
0,0.060000000000000005,211,201,201,35737
0,0.060000000000000005,221,201,201,64217
0,0.060000000000000005,215,201,201,31786
0,0.060000000000000005,203,201,201,34317
0,0.060000000000000005,215,201,201,32421
0,0.060000000000000005,223,201,201,62946
0,0.060000000000000005,211,201,201,26044
0,0.060000000000000005,215,201,201,71393
0,0.060000000000000005,211,201,201,64475
0,0.060000000000000005,217,201,201,49894
0,0.060000000000000005,219,201,201,37282
0,0.060000000000000005,205,201,201,36787
0,0.060000000000000005,215,201,201,93106
0,0.060000000000000005,219,201,201,72049
0,0.060000000000000005,219,201,201,29953
0,0.060000000000000005,227,201,201,33481
0,0.060000000000000005,215,201,201,72765
0,0.060000000000000005,219,201,201,55201
0,0.060000000000000005,207,201,201,44591
0,0.060000000000000005,217,201,201,40850
0,0.060000000000000005,229,201,201,81906
0,0.060000000000000005,215,201,201,45022
0,0.060000000000000005,205,201,201,45321
0,0.060000000000000005,211,201,201,38774
0,0.060000000000000005,207,201,201,53188
0,0.060000000000000005,221,201,201,49026
0,0.060000000000000005,221,201,201,42840
0,0.060000000000000005,217,201,201,41226
0,0.060000000000000005,209,201,201,35143
0,0.060000000000000005,221,201,201,57747
0,0.060000000000000005,203,201,201,33010
0,0.060000000000000005,219,201,201,47990
0,0.060000000000000005,229,201,201,74210
0,0.060000000000000005,215,201,201,50550
0,0.060000000000000005,223,201,201,47875
0,0.060000000000000005,213,201,201,38953
0,0.060000000000000005,211,201,201,48444
0,0.060000000000000005,221,201,201,49393
0,0.060000000000000005,223,201,201,30655
0,0.060000000000000005,209,201,201,75409
0,0.060000000000000005,221,201,201,67294
0,0.060000000000000005,219,201,201,39100
0,0.060000000000000005,215,201,201,47381
0,0.060000000000000005,207,201,201,37807
0,0.060000000000000005,219,201,201,45418
0,0.060000000000000005,207,201,201,44218
0,0.060000000000000005,209,201,201,22046
0,0.060000000000000005,215,201,201,20555
0,0.060000000000000005,213,201,201,51658
0,0.060000000000000005,211,201,201,23715
0,0.060000000000000005,219,201,201,49245
0,0.060000000000000005,221,201,201,29521
0,0.060000000000000005,217,201,201,55974
0,0.060000000000000005,225,201,201,65437
0,0.060000000000000005,215,201,201,39216
0,0.060000000000000005,215,201,201,28486
0,0.060000000000000005,223,201,201,39167
0,0.060000000000000005,203,201,201,39857
0,0.060000000000000005,213,201,201,52790
0,0.060000000000000005,215,201,201,22940
0,0.060000000000000005,215,201,201,58018
0,0.060000000000000005,213,201,201,55524
0,0.060000000000000005,211,201,201,42997
0,0.060000000000000005,213,201,201,50509
0,0.060000000000000005,217,201,201,55130
0,0.060000000000000005,209,201,201,25179
0,0.060000000000000005,227,201,201,59227
0,0.060000000000000005,217,201,201,21655
0,0.060000000000000005,215,201,201,29931
0,0.060000000000000005,211,201,201,20936
0,0.060000000000000005,205,201,201,33653
0,0.060000000000000005,223,201,201,46588
0,0.060000000000000005,215,201,201,55677
0,0.060000000000000005,219,201,201,54109
0,0.060000000000000005,213,201,201,86850
0,0.060000000000000005,217,201,201,37110
0,0.07,217,201,201,47355
0,0.07,213,201,201,78871
0,0.07,211,201,201,60329
0,0.07,215,201,201,46621
0,0.07,207,201,201,52917
0,0.07,221,201,201,56530
0,0.07,211,201,201,72164
0,0.07,219,201,201,58240
0,0.07,215,201,201,60870
0,0.07,225,201,201,65355
0,0.07,227,201,201,27037
0,0.07,215,201,201,46351
0,0.07,215,201,201,25801
0,0.07,213,201,201,45998
0,0.07,213,201,201,31135
0,0.07,237,201,201,62105
0,0.07,221,201,201,56294
0,0.07,217,201,201,40573
0,0.07,219,201,201,70013
0,0.07,215,201,201,83699
0,0.07,217,201,201,64177
0,0.07,209,201,201,51618
0,0.07,223,201,201,53132
0,0.07,223,201,201,68184
0,0.07,213,201,201,46272
0,0.07,223,201,201,35900
0,0.07,215,201,201,47315
0,0.07,223,201,201,53382
0,0.07,217,201,201,29278
0,0.07,221,201,201,50855
0,0.07,223,201,201,72186
0,0.07,219,201,201,37379
0,0.07,215,201,201,63590
0,0.07,215,201,201,53974
0,0.07,217,201,201,66352
0,0.07,209,201,201,39212
0,0.07,215,201,201,64893
0,0.07,223,201,201,39052
0,0.07,227,201,201,46080
0,0.07,221,201,201,33462
0,0.07,221,201,201,101746
0,0.07,219,201,201,51004
0,0.07,219,201,201,50544
0,0.07,219,201,201,40496
0,0.07,217,201,201,52593
0,0.07,207,201,201,49761
0,0.07,215,201,201,32442
0,0.07,209,201,201,49505
0,0.07,215,201,201,59398
0,0.07,213,201,201,82916
0,0.07,213,201,201,66009
0,0.07,209,201,201,51404
0,0.07,215,201,201,46098
0,0.07,215,201,201,29489
0,0.07,207,201,201,48808
0,0.07,203,201,201,49562
0,0.07,213,201,201,42228
0,0.07,211,201,201,66365
0,0.07,217,201,201,25594
0,0.07,221,201,201,49011
0,0.07,219,201,201,84522
0,0.07,221,201,201,72877
0,0.07,209,201,201,52354
0,0.07,209,201,201,49639
0,0.07,233,201,201,36821
0,0.07,219,201,201,66157
0,0.07,219,201,201,57572
0,0.07,213,201,201,16452
0,0.07,209,201,201,67649
0,0.07,239,201,201,68441
0,0.07,205,201,201,56547
0,0.07,221,201,201,75092
0,0.07,219,201,201,70889
0,0.07,231,201,201,45343
0,0.07,223,201,201,45942
0,0.07,215,201,201,57676
0,0.07,213,201,201,64552
0,0.07,221,201,201,62897
0,0.07,219,201,201,58201
0,0.07,215,201,201,70040
0,0.07,217,201,201,45218
0,0.07,225,201,201,103221
0,0.07,221,201,201,38760
0,0.07,223,201,201,58279
0,0.07,211,201,201,47780
0,0.07,211,201,201,91289
0,0.07,215,201,201,71530
0,0.07,207,201,201,69549
0,0.07,209,201,201,85546
0,0.07,213,201,201,45489
0,0.07,231,201,201,34657
0,0.07,213,201,201,70859
0,0.07,211,201,201,56652
0,0.07,219,201,201,57840
0,0.07,223,201,201,37636
0,0.07,219,201,201,50020
0,0.07,229,201,201,103050
0,0.07,205,201,201,40163
0,0.07,225,201,201,46736
0,0.07,225,201,201,57098
0,0.08,221,201,201,51183
0,0.08,219,201,201,71846
0,0.08,231,201,201,83551
0,0.08,227,201,201,61967
0,0.08,209,201,201,40569
0,0.08,243,201,201,74548
0,0.08,233,201,201,71910
0,0.08,221,201,201,69261
0,0.08,213,201,201,52913
0,0.08,217,201,201,54979
0,0.08,225,201,201,72847
0,0.08,221,201,201,75728
0,0.08,223,201,201,70326
0,0.08,217,201,201,61253
0,0.08,217,201,201,46191
0,0.08,251,201,201,85230
0,0.08,217,201,201,49179
0,0.08,225,201,201,77376
0,0.08,217,201,201,56151
0,0.08,227,201,201,53691
0,0.08,207,201,201,46558
0,0.08,231,201,201,49518
0,0.08,211,201,201,70944
0,0.08,223,201,201,69609
0,0.08,215,201,201,50738
0,0.08,227,201,201,67488
0,0.08,221,201,201,42731
0,0.08,209,201,201,71006
0,0.08,221,201,201,75601
0,0.08,217,201,201,54853
0,0.08,225,201,201,124592
0,0.08,215,201,201,28891
0,0.08,221,201,201,47960
0,0.08,213,201,201,33365
0,0.08,221,201,201,70665
0,0.08,221,201,201,74461
0,0.08,223,201,201,70826
0,0.08,207,201,201,49117
0,0.08,235,201,201,69224
0,0.08,217,201,201,57515
0,0.08,213,201,201,95974
0,0.08,213,201,201,34380
0,0.08,241,201,201,59514
0,0.08,213,201,201,56089
0,0.08,233,201,201,59869
0,0.08,217,201,201,76477
0,0.08,217,201,201,50755
0,0.08,221,201,201,65067
0,0.08,223,201,201,70032
0,0.08,211,201,201,74675
0,0.08,229,201,201,23112
0,0.08,217,201,201,53822
0,0.08,225,201,201,39693
0,0.08,215,201,201,64022
0,0.08,221,201,201,54475
0,0.08,217,201,201,60418
0,0.08,211,201,201,83427
0,0.08,231,201,201,87788
0,0.08,239,201,201,89646
0,0.08,215,201,201,46669
0,0.08,219,201,201,32270
0,0.08,221,201,201,96852
0,0.08,213,201,201,56610
0,0.08,211,201,201,59601
0,0.08,215,201,201,66063
0,0.08,229,201,201,48788
0,0.08,209,201,201,38981
0,0.08,213,201,201,49890
0,0.08,223,201,201,58547
0,0.08,239,201,201,53464
0,0.08,227,201,201,44589
0,0.08,219,201,201,33053
0,0.08,215,201,201,58080
0,0.08,223,201,201,59397
0,0.08,223,201,201,30142
0,0.08,223,201,201,26793
0,0.08,221,201,201,42969
0,0.08,215,201,201,48176
0,0.08,225,201,201,57303
0,0.08,221,201,201,34052
0,0.08,217,201,201,70559
0,0.08,219,201,201,46771
0,0.08,213,201,201,95433
0,0.08,209,201,201,32446
0,0.08,217,201,201,59038
0,0.08,229,201,201,46115
0,0.08,227,201,201,54781
0,0.08,227,201,201,128424
0,0.08,227,201,201,39438
0,0.08,223,201,201,77917
0,0.08,223,201,201,106849
0,0.08,221,201,201,40058
0,0.08,211,201,201,71821
0,0.08,215,201,201,84684
0,0.08,217,201,201,71966
0,0.08,229,201,201,48820
0,0.08,221,201,201,88919
0,0.08,223,201,201,127199
0,0.08,207,201,201,51892
0,0.08,217,201,201,63596
0,0.09,211,201,201,57100
0,0.09,221,201,201,87557
0,0.09,223,201,201,64420
0,0.09,211,201,201,88922
0,0.09,229,201,201,72681
0,0.09,225,201,201,62854
0,0.09,227,201,201,52006
0,0.09,217,201,201,63502
0,0.09,223,201,201,52257
